Name	Type	Microbiome	SRA_accession	Comments
	amplicon	horse	SRR13718126	
	amplicon	horse	SRR13718127	
	amplicon	horse	SRR13718128	
	amplicon	horse	SRR13718129	
	amplicon	horse	SRR13718130	
	amplicon	horse	SRR13718131	
	amplicon	horse	SRR13718132	
	amplicon	horse	SRR13718133	
	amplicon	horse	SRR13718134	
	amplicon	horse	SRR13718135	
	amplicon	horse	SRR13718136	
	amplicon	horse	SRR13718137	
	amplicon	horse	SRR13718138	
	amplicon	horse	SRR13718139	
	amplicon	horse	SRR13718140	
	amplicon	horse	SRR13718141	
	amplicon	horse	SRR13718142	
	amplicon	horse	SRR13718143	
	amplicon	horse	SRR13718144	
	amplicon	horse	SRR13718145	
	amplicon	horse	SRR13718146	
	amplicon	horse	SRR13718147	
	amplicon	horse	SRR13718148	
	amplicon	horse	SRR13718149	
	amplicon	horse	SRR13718150	
	amplicon	horse	SRR13718151	
	amplicon	horse	SRR13718152	
	amplicon	horse	SRR13718153	
	amplicon	horse	SRR13718154	
	amplicon	horse	SRR13718155	
	amplicon	horse	SRR13718156	
	amplicon	horse	SRR13718157	
	amplicon	horse	SRR13718158	
	amplicon	horse	SRR13718159	
	amplicon	horse	SRR13718160	
	amplicon	horse	SRR13718161	
	amplicon	horse	SRR13718162	
	amplicon	horse	SRR13718163	
	amplicon	horse	SRR13718164	
	amplicon	horse	SRR13718165	
	amplicon	horse	SRR13718166	
	amplicon	horse	SRR13718167	
	amplicon	horse	SRR13718168	
	amplicon	horse	SRR13718169	
	amplicon	horse	SRR13718170	
	amplicon	horse	SRR13718171	
	amplicon	horse	SRR13718172	
	amplicon	horse	SRR13718173	
	amplicon	horse	SRR13718174	
	amplicon	horse	SRR13718175	
	amplicon	horse	SRR13718176	
	amplicon	horse	SRR13718177	
	amplicon	horse	SRR13718178	
	amplicon	horse	SRR13718179	
	amplicon	horse	SRR13718180	
	amplicon	horse	SRR13718181	
	amplicon	horse	SRR13718182	
	amplicon	horse	SRR13718183	
	amplicon	horse	SRR13718184	
	amplicon	horse	SRR13718185	
	amplicon	horse	SRR13718186	
	amplicon	horse	SRR13718187	
	amplicon	horse	SRR13718188	
	amplicon	horse	SRR13718189	
	amplicon	horse	SRR13718190	
	amplicon	horse	SRR13718191	
	amplicon	horse	SRR14024384	
	amplicon	horse	SRR14024385	
	amplicon	horse	SRR14024386	
	amplicon	horse	SRR14024387	
	amplicon	horse	SRR14024388	
	amplicon	horse	SRR14024389	
	amplicon	horse	SRR14024390	
	amplicon	horse	SRR14024391	
	amplicon	horse	SRR14024392	
	amplicon	horse	SRR14024393	
	amplicon	horse	SRR14024394	
	amplicon	horse	SRR14024395	
	amplicon	horse	SRR14024396	
	amplicon	horse	SRR14024397	
	amplicon	horse	SRR14024398	
	amplicon	horse	SRR14024399	
	amplicon	horse	SRR14024400	
	amplicon	horse	SRR14024401	
	amplicon	horse	SRR14024402	
	amplicon	horse	SRR14024403	
	amplicon	horse	SRR14024404	
	amplicon	horse	SRR14024405	
	amplicon	horse	SRR14024406	
	amplicon	horse	SRR14024407	
	amplicon	horse	SRR14024408	
	amplicon	horse	SRR14024409	
	amplicon	horse	SRR14024410	
	amplicon	horse	SRR14024411	
	amplicon	horse	SRR14024412	
	amplicon	horse	SRR14024413	
	amplicon	horse	SRR14024414	
	amplicon	horse	SRR14024415	
	amplicon	horse	SRR14024416	
	amplicon	horse	SRR14024417	
	amplicon	horse	SRR14024418	
	amplicon	horse	SRR14024419	
	amplicon	horse	SRR14024420	
	amplicon	horse	SRR14024421	
	amplicon	horse	SRR14024422	
	amplicon	horse	SRR14024423	
	amplicon	horse	SRR14024424	
	amplicon	horse	SRR14024425	
	amplicon	horse	SRR14024426	
	amplicon	horse	SRR14024427	
	amplicon	horse	SRR14024428	
	amplicon	horse	SRR14024429	
	amplicon	horse	SRR14024430	
	amplicon	horse	SRR14024431	
	amplicon	horse	SRR14024432	
	amplicon	horse	SRR14024433	
	amplicon	horse	SRR14024434	
	amplicon	horse	SRR14024435	
	amplicon	horse	SRR14024436	
	amplicon	horse	SRR14024437	
	amplicon	horse	SRR14024438	
	amplicon	horse	SRR14024439	
	amplicon	horse	SRR14024440	
	amplicon	horse	SRR14024441	
	amplicon	horse	SRR14024442	
	amplicon	horse	SRR14024443	
	amplicon	horse	SRR14024444	
	amplicon	horse	SRR14024445	
	amplicon	horse	SRR14024446	
	amplicon	horse	SRR14024447	
	amplicon	horse	SRR14024448	
	amplicon	horse	SRR14024449	
	amplicon	horse	SRR14024450	
	amplicon	horse	SRR14024451	
	amplicon	horse	SRR14024452	
	amplicon	horse	SRR14024453	
	amplicon	horse	SRR14024454	
	amplicon	horse	SRR14024455	
	amplicon	horse	SRR14024456	
	amplicon	horse	SRR14024457	
	amplicon	horse	SRR14024458	
	amplicon	horse	SRR14024459	
	amplicon	horse	SRR14024460	
	amplicon	horse	SRR14024461	
	amplicon	horse	SRR14024462	
	amplicon	horse	SRR14024463	
	amplicon	horse	SRR14024464	
	amplicon	horse	SRR14024465	
	amplicon	horse	SRR14024466	
	amplicon	horse	SRR14024467	
	amplicon	horse	SRR14024468	
	amplicon	horse	SRR14024469	
	amplicon	horse	SRR14024470	
	amplicon	horse	SRR14024471	
	amplicon	horse	SRR14024472	
	amplicon	horse	SRR14024473	
	amplicon	horse	SRR14024474	
	amplicon	horse	SRR14024475	
	amplicon	horse	SRR14024476	
	amplicon	horse	SRR14024477	
	amplicon	horse	SRR14024478	
	amplicon	horse	SRR14024479	
	amplicon	horse	SRR14024480	
	amplicon	horse	SRR14024481	
	amplicon	horse	SRR14024482	
	amplicon	horse	SRR14024483	
	amplicon	horse	SRR14024484	
	amplicon	horse	SRR14024485	
	amplicon	horse	SRR14024486	
	amplicon	horse	SRR14024487	
	amplicon	horse	SRR14024488	
	amplicon	horse	SRR14024489	
	amplicon	horse	SRR14024490	
	amplicon	horse	SRR14024491	
	amplicon	horse	SRR14024492	
	amplicon	horse	SRR14024493	
	amplicon	horse	SRR14024494	
	amplicon	horse	SRR14024495	
	amplicon	horse	SRR14024496	
	amplicon	horse	SRR14024497	
	amplicon	horse	SRR14024498	
	amplicon	horse	SRR14024499	
	amplicon	horse	SRR14024500	
	amplicon	horse	SRR14024501	
	amplicon	horse	SRR14024502	
	amplicon	horse	SRR14024503	
	amplicon	horse	SRR14024504	
	amplicon	horse	SRR14024505	
	amplicon	horse	SRR14024506	
	amplicon	horse	SRR14024507	
	amplicon	horse	SRR14024508	
	amplicon	horse	SRR14024509	
	amplicon	horse	SRR14024510	
	amplicon	horse	SRR14024511	
	amplicon	horse	SRR14024512	
	amplicon	horse	SRR14024513	
	amplicon	horse	SRR14024514	
	amplicon	horse	SRR14024515	
	amplicon	horse	SRR14024516	
	amplicon	horse	SRR14024517	
	amplicon	horse	SRR14024518	
	amplicon	horse	SRR14024519	
	amplicon	horse	SRR14024520	
	amplicon	horse	SRR14024521	
	amplicon	horse	SRR14024522	
	amplicon	horse	SRR14024523	
	amplicon	horse	SRR14024524	
	amplicon	horse	SRR14024525	
	amplicon	horse	SRR14024526	
	amplicon	horse	SRR14024527	
	amplicon	horse	SRR14024528	
	amplicon	horse	SRR14024529	
	amplicon	horse	SRR14024530	
	amplicon	horse	SRR14024531	
	amplicon	horse	SRR14024532	
	amplicon	horse	SRR14024533	
	amplicon	horse	SRR14024534	
	amplicon	horse	SRR14024535	
	amplicon	horse	SRR14024536	
	amplicon	horse	SRR14024537	
	amplicon	horse	SRR14024538	
	amplicon	horse	SRR14024539	
	amplicon	horse	SRR14024540	
	amplicon	horse	SRR14024541	
	amplicon	horse	SRR14024542	
	amplicon	horse	SRR14024543	
	amplicon	horse	SRR14024544	
	amplicon	horse	SRR14024545	
	amplicon	horse	SRR14024546	
	amplicon	horse	SRR14024547	
	amplicon	horse	SRR14024548	
	amplicon	horse	SRR14024549	
	amplicon	horse	SRR14024550	
	amplicon	horse	SRR14024551	
	amplicon	horse	SRR14024552	
	amplicon	horse	SRR14024553	
	amplicon	horse	SRR14024554	
	amplicon	horse	SRR14024555	
	amplicon	horse	SRR14024556	
	amplicon	horse	SRR14024557	
	amplicon	horse	SRR14024558	
	amplicon	horse	SRR14024559	
	amplicon	horse	SRR14024560	
	amplicon	horse	SRR14024561	
	amplicon	horse	SRR14024562	
	amplicon	horse	SRR14024563	
	amplicon	horse	SRR14024564	
	amplicon	horse	SRR14024565	
	amplicon	horse	SRR14024566	
	amplicon	horse	SRR14024567	
	amplicon	horse	SRR14024568	
	amplicon	horse	SRR14024569	
	amplicon	horse	SRR14024573	
	amplicon	horse	SRR14024574	
	amplicon	horse	SRR14024576	
	amplicon	horse	SRR14024577	
	amplicon	horse	SRR14024578	
	amplicon	horse	SRR14024583	
	amplicon	horse	SRR14024587	
	amplicon	horse	SRR14024588	
	amplicon	horse	SRR14024589	
	amplicon	horse	SRR14024590	
	amplicon	horse	SRR14024591	
	amplicon	horse	SRR14024592	
	amplicon	horse	SRR14024593	
	amplicon	horse	SRR14024594	
	amplicon	horse	SRR14024595	
	amplicon	horse	SRR14024596	
	amplicon	horse	SRR14024597	
	amplicon	horse	SRR14024598	
	amplicon	horse	SRR14024599	
	amplicon	horse	SRR14024600	
	amplicon	horse	SRR14024601	
	amplicon	horse	SRR14024602	
	amplicon	horse	SRR14024603	
	amplicon	horse	SRR14024604	
	amplicon	horse	SRR14024605	
	amplicon	horse	SRR14024606	
	amplicon	horse	SRR14024607	
	amplicon	horse	SRR14024608	
	amplicon	horse	SRR14024609	
	amplicon	horse	SRR14024610	
	amplicon	horse	SRR14024611	
	amplicon	horse	SRR14024612	
	amplicon	horse	SRR14024613	
	amplicon	horse	SRR14024614	
	amplicon	horse	SRR14024615	
	amplicon	horse	SRR14024616	
	amplicon	horse	SRR14024617	
	amplicon	horse	SRR14024618	
	amplicon	horse	SRR14024619	
	amplicon	horse	SRR14024620	
	amplicon	horse	SRR14024621	
	amplicon	horse	SRR14024622	
	amplicon	horse	SRR14024623	
	amplicon	horse	SRR14024624	
	amplicon	horse	SRR14024625	
	amplicon	horse	SRR14024626	
	amplicon	horse	SRR14024627	
	amplicon	horse	SRR14024628	
	amplicon	horse	SRR14024629	
	amplicon	horse	SRR14024630	
	amplicon	horse	SRR14024631	
	amplicon	horse	SRR14024632	
	amplicon	horse	SRR14024633	
	amplicon	horse	SRR14024634	
	amplicon	horse	SRR14024635	
	amplicon	horse	SRR14024636	
	amplicon	horse	SRR14024637	
	amplicon	sheep	SRR14342142	
	amplicon	sheep	SRR14342143	
	amplicon	sheep	SRR14342144	
	amplicon	sheep	SRR14342145	
	amplicon	sheep	SRR14342146	
	amplicon	sheep	SRR14342147	
	amplicon	sheep	SRR14342148	
	amplicon	sheep	SRR14342149	
	amplicon	sheep	SRR14342150	
	amplicon	sheep	SRR14342151	
	amplicon	sheep	SRR14342152	
	amplicon	sheep	SRR14342153	
	amplicon	sheep	SRR14342154	
	amplicon	sheep	SRR14342155	
	amplicon	sheep	SRR14342156	
	amplicon	sheep	SRR14342157	
	amplicon	sheep	SRR14342158	
	amplicon	sheep	SRR14342159	
	amplicon	sheep	SRR14342160	
	amplicon	sheep	SRR14342161	
	amplicon	sheep	SRR14342162	
	amplicon	sheep	SRR14342163	
	amplicon	sheep	SRR14342164	
	amplicon	sheep	SRR14342165	
	amplicon	sheep	SRR14342166	
	amplicon	sheep	SRR14342167	
	amplicon	sheep	SRR14342168	
	amplicon	sheep	SRR14342169	
	amplicon	sheep	SRR14342170	
	amplicon	sheep	SRR14342171	
	amplicon	sheep	SRR14342172	
	amplicon	sheep	SRR14342173	
	amplicon	sheep	SRR14342174	
	amplicon	sheep	SRR14342175	
	amplicon	sheep	SRR14342176	
	amplicon	sheep	SRR14342177	
	amplicon	sheep	SRR14342178	
	amplicon	sheep	SRR14342179	
	amplicon	sheep	SRR14342180	
	amplicon	sheep	SRR14342181	
	amplicon	sheep	SRR14342182	
	amplicon	sheep	SRR14342183	
	amplicon	sheep	SRR14342184	
	amplicon	sheep	SRR14342185	
	amplicon	sheep	SRR14342186	
	amplicon	sheep	SRR14342187	
	amplicon	sheep	SRR14342188	
	amplicon	sheep	SRR14342189	
	amplicon	sheep	SRR14342190	
	amplicon	sheep	SRR14342191	
	amplicon	sheep	SRR14342192	
	amplicon	sheep	SRR14342193	
	amplicon	sheep	SRR14342194	
	amplicon	sheep	SRR14342195	
	amplicon	sheep	SRR14342196	
	amplicon	sheep	SRR14342197	
	amplicon	sheep	SRR14342198	
	amplicon	sheep	SRR14342199	
	amplicon	sheep	SRR14342200	
	amplicon	sheep	SRR14342201	
	amplicon	sheep	SRR14342202	
	amplicon	sheep	SRR14342203	
	amplicon	sheep	SRR14342204	
	amplicon	sheep	SRR14342205	
	amplicon	sheep	SRR14342206	
	amplicon	sheep	SRR14342207	
	amplicon	sheep	SRR14342208	
	amplicon	sheep	SRR14342209	
	amplicon	sheep	SRR14342210	
	amplicon	sheep	SRR14342211	
	amplicon	sheep	SRR14342212	
	amplicon	sheep	SRR14342213	
	amplicon	sheep	SRR14342214	
	amplicon	sheep	SRR14342215	
	amplicon	sheep	SRR14342216	
	amplicon	sheep	SRR14342217	
	amplicon	sheep	SRR14342218	
	amplicon	sheep	SRR14342219	
	amplicon	sheep	SRR14342220	
	amplicon	sheep	SRR14342221	
	amplicon	sheep	SRR14342222	
	amplicon	sheep	SRR14342223	
	amplicon	sheep	SRR14342224	
	amplicon	sheep	SRR14342225	
	amplicon	sheep	SRR14342226	
	amplicon	sheep	SRR14342227	
	amplicon	sheep	SRR14342228	
	amplicon	sheep	SRR14342229	
	amplicon	sheep	SRR14342230	
	amplicon	sheep	SRR14342231	
	amplicon	sheep	SRR14342232	
	amplicon	sheep	SRR14342233	
	amplicon	sheep	SRR14342234	
	amplicon	sheep	SRR14342235	
	amplicon	sheep	SRR14342236	
	amplicon	sheep	SRR14342237	
	amplicon	sheep	SRR14342238	
	amplicon	sheep	SRR14342239	
	amplicon	sheep	SRR14342240	
	amplicon	sheep	SRR14342241	
	amplicon	sheep	SRR14342242	
	amplicon	sheep	SRR14342243	
	amplicon	sheep	SRR14342244	
	amplicon	sheep	SRR14342245	
	amplicon	sheep	SRR14342246	
	amplicon	sheep	SRR14342247	
	amplicon	sheep	SRR14342248	
	amplicon	sheep	SRR14342249	
	amplicon	sheep	SRR14342250	
	amplicon	sheep	SRR14342251	
	amplicon	sheep	SRR14342252	
	amplicon	sheep	SRR14342253	
	amplicon	sheep	SRR14342254	
	amplicon	sheep	SRR14342255	
	amplicon	sheep	SRR14342256	
	amplicon	sheep	SRR14342257	
	amplicon	sheep	SRR14342258	
	amplicon	sheep	SRR14342259	
	amplicon	sheep	SRR14342260	
	amplicon	sheep	SRR14342261	
	amplicon	sheep	SRR14342262	
	amplicon	sheep	SRR14342263	
	amplicon	sheep	SRR14342264	
	amplicon	sheep	SRR14342265	
	amplicon	sheep	SRR14342266	
	amplicon	sheep	SRR14342267	
	amplicon	sheep	SRR14342268	
	amplicon	sheep	SRR14342269	
	amplicon	sheep	SRR14342270	
	amplicon	sheep	SRR14342271	
	amplicon	sheep	SRR14342272	
	amplicon	sheep	SRR14342273	
	amplicon	sheep	SRR14342274	
	amplicon	sheep	SRR14342275	
	amplicon	sheep	SRR14342276	
	amplicon	sheep	SRR14342277	
	amplicon	sheep	SRR14342278	
	amplicon	sheep	SRR14342279	
	amplicon	sheep	SRR14342280	
	amplicon	sheep	SRR14342281	
	amplicon	sheep	SRR14342282	
	amplicon	sheep	SRR14342283	
	amplicon	sheep	SRR14342284	
	amplicon	sheep	SRR14342285	
	amplicon	sheep	SRR14342286	
	amplicon	sheep	SRR14342287	
	amplicon	sheep	SRR14342288	
	amplicon	sheep	SRR14342289	
	amplicon	sheep	SRR14342290	
	amplicon	sheep	SRR14342291	
	amplicon	sheep	SRR14342292	
	amplicon	sheep	SRR14342293	
	amplicon	sheep	SRR14342294	
	amplicon	sheep	SRR14342295	
	amplicon	sheep	SRR14342296	
	amplicon	sheep	SRR14342297	
	amplicon	sheep	SRR14342298	
	amplicon	sheep	SRR14342299	
	amplicon	sheep	SRR14342300	
	amplicon	sheep	SRR14342301	
	amplicon	sheep	SRR14342302	
	amplicon	sheep	SRR14342303	
	amplicon	sheep	SRR14342304	
	amplicon	sheep	SRR14342305	
	amplicon	sheep	SRR14342306	
	amplicon	sheep	SRR14342307	
	amplicon	sheep	SRR14342308	
	amplicon	sheep	SRR14342309	
	amplicon	sheep	SRR14342310	
	amplicon	sheep	SRR14342311	
	amplicon	sheep	SRR14342312	
	amplicon	sheep	SRR14342313	
	amplicon	sheep	SRR14342314	
	amplicon	sheep	SRR14342315	
	amplicon	sheep	SRR14342316	
	amplicon	sheep	SRR14342317	
	amplicon	sheep	SRR14342318	
	amplicon	sheep	SRR14342319	
	amplicon	sheep	SRR14342320	
	amplicon	sheep	SRR14342321	
	amplicon	sheep	SRR14342322	
	amplicon	sheep	SRR14342323	
	amplicon	sheep	SRR14342324	
	amplicon	sheep	SRR14342325	
	amplicon	sheep	SRR14342326	
	amplicon	sheep	SRR14342327	
	amplicon	sheep	SRR14342328	
	amplicon	sheep	SRR14342329	
	amplicon	sheep	SRR14342330	
	amplicon	sheep	SRR14342331	
	amplicon	sheep	SRR14342332	
	amplicon	sheep	SRR14342333	
	amplicon	sheep	SRR14342334	
	amplicon	sheep	SRR14342335	
	amplicon	sheep	SRR14342336	
	amplicon	sheep	SRR14342337	
	amplicon	sheep	SRR14342338	
	amplicon	sheep	SRR14342339	
	amplicon	sheep	SRR14342340	
	amplicon	sheep	SRR14342341	
	amplicon	sheep	SRR14342342	
	amplicon	sheep	SRR14342343	
	amplicon	sheep	SRR14342344	
	amplicon	sheep	SRR14342345	
	amplicon	sheep	SRR14342346	
	amplicon	sheep	SRR14342347	
	amplicon	sheep	SRR14342348	
	amplicon	sheep	SRR14342349	
	amplicon	sheep	SRR14342350	
	amplicon	sheep	SRR14342351	
	amplicon	sheep	SRR14342352	
	amplicon	sheep	SRR14342353	
	amplicon	sheep	SRR14342354	
	amplicon	sheep	SRR14342355	
	amplicon	sheep	SRR14342356	
	amplicon	sheep	SRR14342357	
	amplicon	sheep	SRR14342358	
	amplicon	sheep	SRR14342359	
	amplicon	sheep	SRR14342360	
	amplicon	sheep	SRR14342361	
	amplicon	sheep	SRR14342362	
	amplicon	sheep	SRR14342363	
	amplicon	sheep	SRR14342364	
	amplicon	sheep	SRR14342365	
	amplicon	sheep	SRR14342366	
	amplicon	sheep	SRR14342367	
	amplicon	sheep	SRR14342368	
	amplicon	sheep	SRR14342369	
	amplicon	sheep	SRR14342370	
	amplicon	sheep	SRR14342371	
	amplicon	sheep	SRR14342372	
	amplicon	sheep	SRR14342373	
	amplicon	sheep	SRR14342374	
	amplicon	sheep	SRR14342375	
	amplicon	sheep	SRR14342376	
	amplicon	sheep	SRR14342377	
	amplicon	sheep	SRR14342378	
	amplicon	sheep	SRR14342379	
	amplicon	sheep	SRR14342380	
	amplicon	sheep	SRR14342381	
	amplicon	sheep	SRR14342382	
	amplicon	sheep	SRR14342383	
	amplicon	sheep	SRR14342384	
	amplicon	sheep	SRR14342385	
	amplicon	sheep	SRR14342386	
	amplicon	sheep	SRR14342387	
	amplicon	sheep	SRR14342388	
	amplicon	sheep	SRR14342389	
	amplicon	sheep	SRR14342390	
	amplicon	sheep	SRR14342391	
	amplicon	sheep	SRR14342392	
	amplicon	sheep	SRR14342393	
	amplicon	sheep	SRR14342394	
	amplicon	sheep	SRR14342395	
	amplicon	sheep	SRR14342396	
	amplicon	sheep	SRR14342397	
	amplicon	sheep	SRR14342398	
	amplicon	sheep	SRR14342399	
	amplicon	sheep	SRR14342400	
	amplicon	sheep	SRR14342401	
	amplicon	sheep	SRR14342402	
	amplicon	sheep	SRR14342403	
	amplicon	sheep	SRR14342404	
	amplicon	sheep	SRR14342405	
	amplicon	sheep	SRR14342406	
	amplicon	sheep	SRR14342407	
	amplicon	sheep	SRR14342408	
	amplicon	sheep	SRR14342409	
	amplicon	sheep	SRR14342410	
	amplicon	sheep	SRR14342411	
	amplicon	sheep	SRR14342412	
	amplicon	sheep	SRR14342413	
	amplicon	sheep	SRR14342414	
	amplicon	sheep	SRR14342415	
	amplicon	sheep	SRR14342416	
	amplicon	sheep	SRR14342417	
	amplicon	sheep	SRR14342418	
	amplicon	sheep	SRR14342419	
	amplicon	sheep	SRR14342420	
	amplicon	sheep	SRR14342421	
	amplicon	sheep	SRR14342422	
	amplicon	sheep	SRR14342423	
	amplicon	sheep	SRR14342424	
	amplicon	sheep	SRR14342425	
	amplicon	sheep	SRR14342426	
	amplicon	sheep	SRR14342427	
	amplicon	sheep	SRR14342428	
	amplicon	sheep	SRR14342429	
	amplicon	sheep	SRR14342430	
	amplicon	sheep	SRR14342431	
	amplicon	sheep	SRR14342432	
	amplicon	sheep	SRR14342433	
	amplicon	sheep	SRR14342434	
	amplicon	sheep	SRR14342435	
	amplicon	sheep	SRR14342436	
	amplicon	sheep	SRR14342437	
	amplicon	sheep	SRR14342438	
	amplicon	sheep	SRR14342439	
	amplicon	sheep	SRR14342440	
	amplicon	sheep	SRR14342441	
	amplicon	sheep	SRR14342442	
	amplicon	sheep	SRR14342443	
	amplicon	sheep	SRR14342444	
	amplicon	sheep	SRR14342445	
	amplicon	sheep	SRR14342446	
	amplicon	sheep	SRR14342447	
	amplicon	sheep	SRR14342448	
	amplicon	sheep	SRR14342449	
	amplicon	sheep	SRR14342450	
	amplicon	sheep	SRR14342451	
	amplicon	sheep	SRR14342452	
	amplicon	sheep	SRR14342453	
	amplicon	sheep	SRR14342454	
	amplicon	sheep	SRR14342455	
	amplicon	sheep	SRR14342456	
	amplicon	sheep	SRR14342457	
	amplicon	sheep	SRR14342458	
	amplicon	sheep	SRR14342459	
	amplicon	sheep	SRR14342460	
	amplicon	sheep	SRR14342461	
	amplicon	sheep	SRR14342462	
	amplicon	sheep	SRR14342463	
	amplicon	sheep	SRR14342464	
	amplicon	sheep	SRR14342465	
	amplicon	sheep	SRR14342466	
	amplicon	sheep	SRR14342467	
	amplicon	sheep	SRR14342468	
	amplicon	sheep	SRR14342469	
	amplicon	sheep	SRR14342470	
	amplicon	sheep	SRR14342471	
	amplicon	sheep	SRR14342472	
	amplicon	sheep	SRR14342473	
	amplicon	sheep	SRR14342474	
	amplicon	sheep	SRR14342475	
	amplicon	sheep	SRR14342476	
	amplicon	sheep	SRR14342477	
	amplicon	sheep	SRR14342478	
	amplicon	sheep	SRR14342479	
	amplicon	sheep	SRR14342480	
	amplicon	sheep	SRR14342481	
	amplicon	sheep	SRR14342482	
	amplicon	sheep	SRR14342483	
	amplicon	sheep	SRR14342484	
	amplicon	sheep	SRR14342485	
	amplicon	sheep	SRR14342486	
	amplicon	sheep	SRR14342487	
	amplicon	sheep	SRR14342488	
	amplicon	sheep	SRR14342489	
	amplicon	sheep	SRR14342490	
	amplicon	sheep	SRR14342491	
	amplicon	sheep	SRR14342492	
	amplicon	sheep	SRR14342493	
	amplicon	sheep	SRR14342494	
	amplicon	sheep	SRR14342495	
	amplicon	sheep	SRR14342496	
	amplicon	sheep	SRR14342497	
	amplicon	sheep	SRR14342498	
	amplicon	sheep	SRR14342499	
	amplicon	sheep	SRR14342500	
	amplicon	sheep	SRR14342501	
	amplicon	sheep	SRR14342502	
	amplicon	sheep	SRR14342503	
	amplicon	sheep	SRR14342504	
	amplicon	sheep	SRR14342505	
	amplicon	sheep	SRR14342506	
	amplicon	sheep	SRR14342507	
	amplicon	sheep	SRR14342508	
	amplicon	sheep	SRR14342509	
	amplicon	sheep	SRR14342510	
	amplicon	sheep	SRR14342511	
	amplicon	sheep	SRR14342512	
	amplicon	sheep	SRR14342513	
	amplicon	sheep	SRR14342514	
	amplicon	sheep	SRR14342515	
	amplicon	sheep	SRR14342516	
	amplicon	sheep	SRR14342517	
	amplicon	sheep	SRR14342518	
	amplicon	sheep	SRR14342519	
	amplicon	sheep	SRR14342520	
	amplicon	sheep	SRR14342521	
	amplicon	sheep	SRR14342522	
	amplicon	sheep	SRR14342523	
	amplicon	sheep	SRR14342524	
	amplicon	sheep	SRR14342525	
	amplicon	sheep	SRR14342526	
	amplicon	sheep	SRR14342527	
	amplicon	sheep	SRR14342528	
	amplicon	sheep	SRR14342529	
	amplicon	sheep	SRR14342530	
	amplicon	sheep	SRR14342531	
	amplicon	sheep	SRR14342532	
	amplicon	sheep	SRR14342533	
	amplicon	sheep	SRR14342534	
	amplicon	sheep	SRR14342535	
	amplicon	sheep	SRR14342536	
	amplicon	sheep	SRR14342537	
	amplicon	sheep	SRR14342538	
	amplicon	sheep	SRR14342539	
	amplicon	sheep	SRR14342540	
	amplicon	sheep	SRR14342541	
	amplicon	sheep	SRR14342542	
	amplicon	sheep	SRR14342543	
	amplicon	sheep	SRR14342544	
	amplicon	sheep	SRR14342545	
	amplicon	sheep	SRR14342546	
	amplicon	sheep	SRR14342547	
	amplicon	sheep	SRR14342548	
	amplicon	sheep	SRR14342549	
	amplicon	sheep	SRR14342550	
	amplicon	sheep	SRR14342551	
	amplicon	sheep	SRR14342552	
	amplicon	sheep	SRR14342553	
	amplicon	sheep	SRR14342554	
	amplicon	sheep	SRR14342555	
	amplicon	sheep	SRR14342556	
	amplicon	sheep	SRR14342557	
	amplicon	sheep	SRR14342558	
	amplicon	sheep	SRR14342559	
	amplicon	sheep	SRR14342560	
	amplicon	sheep	SRR14342561	
	amplicon	sheep	SRR14342562	
	amplicon	sheep	SRR14342563	
	amplicon	sheep	SRR14342564	
	amplicon	sheep	SRR14342565	
	amplicon	sheep	SRR14342566	
	amplicon	sheep	SRR14342567	
	amplicon	sheep	SRR14342568	
	amplicon	sheep	SRR14342569	
	amplicon	sheep	SRR14342570	
	amplicon	sheep	SRR14342571	
	amplicon	sheep	SRR14342572	
	amplicon	sheep	SRR14342573	
	amplicon	sheep	SRR14342574	
	amplicon	sheep	SRR14342575	
	amplicon	sheep	SRR14342576	
	amplicon	sheep	SRR14342577	
	amplicon	sheep	SRR14342578	
	amplicon	sheep	SRR14342579	
	amplicon	sheep	SRR14342580	
	amplicon	sheep	SRR14342581	
	amplicon	sheep	SRR14342582	
	amplicon	sheep	SRR14342583	
	amplicon	sheep	SRR14342584	
	amplicon	sheep	SRR14342585	
	amplicon	sheep	SRR14342586	
	amplicon	sheep	SRR14342587	
	amplicon	sheep	SRR14342588	
	amplicon	sheep	SRR14342589	
	amplicon	sheep	SRR14342590	
	amplicon	sheep	SRR14342591	
	amplicon	sheep	SRR14342592	
	amplicon	sheep	SRR14342593	
	amplicon	sheep	SRR14342594	
	amplicon	sheep	SRR14342595	
	amplicon	sheep	SRR14342596	
	amplicon	sheep	SRR14342597	
	amplicon	sheep	SRR14342598	
	amplicon	sheep	SRR14342599	
	amplicon	sheep	SRR14342600	
	amplicon	sheep	SRR14342601	
	amplicon	sheep	SRR14342602	
	amplicon	sheep	SRR14342603	
	amplicon	sheep	SRR14342604	
	amplicon	sheep	SRR14342605	
	amplicon	sheep	SRR14342606	
	amplicon	sheep	SRR14342607	
	amplicon	sheep	SRR14342608	
	amplicon	sheep	SRR14342609	
	amplicon	sheep	SRR14342610	
	amplicon	sheep	SRR14342611	
	amplicon	sheep	SRR14342612	
	amplicon	sheep	SRR14342613	
	amplicon	sheep	SRR14342614	
	amplicon	sheep	SRR14342615	
	amplicon	sheep	SRR14342616	
	amplicon	sheep	SRR14342617	
	amplicon	sheep	SRR14342618	
	amplicon	sheep	SRR14342619	
	amplicon	sheep	SRR14342620	
	amplicon	sheep	SRR14342621	
	amplicon	sheep	SRR14342622	
	amplicon	sheep	SRR14342623	
	amplicon	sheep	SRR14342624	
	amplicon	sheep	SRR14342625	
